,etoiles,n_avis,date_avis,date_experience,Société,text_total,text_clean_sentences_neg,text_clean_sentences_pos,text_stop,text_clean_sentences_neg_stop,text_clean_sentences_pos_stop
59970,4,1.0,2017-11-15 19:01:42+00:00,2017-11-15,Immoprt,"""Très bonne prise en charge de mon …. Très bonne prise en charge de mon dossier, courtier à l écoute et de bons conseils.  Taux négocié très intéressant""",,Très bonne prise en charge de mon. Très bonne prise en charge de mon dossier courtier à l écoute et de bons conseils. Taux négocié très intéressant,"""Très bonne prise charge … . Très bonne prise charge dossier , courtier l écoute bons conseils .   Taux négocié intéressant""",,Très bonne prise charge . Très bonne prise charge dossier courtier l écoute bons conseils . Taux négocié intéressant
86041,1,5.0,2022-07-11 09:57:09+00:00,2022-07-11,BoursoramaBanque,"""Lamentable service client. Lamentable service client. J'ai ouvert un compte avec une demande de mobilité bancaire pour domicilier mes revenus, demande restée sans suite depuis 1 mois, car ils n'ont pas reçu les infos de ma banque d'origine. Soit, j'ai contacté ma banque d'origine qui dit n'avoir pas de trace de ma demande. ça fait maintenant un mois que j'essaye de contacter Boursorama à ce sujet, et là clou du spectacle après moult coups de téléphone où on se retrouve face à un bot qui comprend rien et qui n'est évidemment pas utile dans ce genre de demande, impossible d'avoir quelqu'un au tel, j'ai dû passer par le service souscriptions pour qu'on me passe enfin quelqu'un. Après 30 min d'attente au téléphone, j'ai quelqu'un qui me dit qu'il me passe le service technique dédié et là : ça raccroche.Je crois qu'ils font ce qu'ils peuvent pour décourager les clients, et ça fonctionne. Ciao, du coup""",service client. service client. J' ai ouvert un compte avec une demande de mobilité bancaire pour domicilier mes revenus demande restée sans suite depuis 1 mois car ils n' ont pas reçu les infos de ma banque d' origine. Soit j' ai contacté ma banque d' origine qui dit n' avoir pas de trace de ma demande. ça fait maintenant un mois que j' essaye de contacter Boursorama à ce sujet et là clou du spectacle après moult coups de téléphone où on se retrouve face à un bot qui comprend rien et qui n' est évidemment pas utile dans ce genre de demande impossible d' avoir quelqu' un au tel j' ai dû passer par le service souscriptions pour qu' on me passe enfin quelqu' un. Après 30 min d' attente au téléphone j' ai quelqu' un qui me dit qu' il me passe le service technique dédié et là ça raccroche. Ciao du coup,Je crois qu' ils font ce qu' ils peuvent pour décourager les clients et ça fonctionne,"""Lamentable service client . Lamentable service client . J' compte demande mobilité bancaire domicilier revenus , demande restée suite 1 mois , reçu infos banque origine . Soit , contacté banque origine trace demande . mois essaye contacter Boursorama sujet , clou spectacle moult coups téléphone retrouve face bot comprend rien évidemment utile genre demande , impossible quelqu' , dû passer service souscriptions passe quelqu' . Après 30 min attente téléphone , quelqu' passe service technique dédié : raccroche . Je crois décourager clients , fonctionne . Ciao , coup""",service client . service client . J ' compte demande mobilité bancaire domicilier revenus demande restée suite 1 mois n ' reçu infos banque d ' origine . Soit j ' contacté banque d ' origine n ' trace demande . mois j ' essaye contacter Boursorama sujet clou spectacle moult coups téléphone retrouve face bot comprend rien n ' évidemment utile genre demande impossible d ' quelqu ' j ' dû passer service souscriptions qu ' passe quelqu ' . Après 30 min d ' attente téléphone j ' quelqu ' qu ' passe service technique dédié raccroche . Ciao coup,Je crois qu ' qu ' décourager clients fonctionne
66277,5,1.0,2023-10-15 07:39:45+00:00,2023-10-12,Pixpay,"""Apprendre l'autonomie aux enfants et la…. Apprendre l'autonomie aux enfants et la gérance avec Pixpay , sympa le système de récompense et d'argent de poche, le papa et la maman deviennent des banquiers.... pas mal comme principe.Moins d'argent liquide en circulation.""",,Apprendre l' autonomie aux enfants et la. Apprendre l' autonomie aux enfants et la gérance avec Pixpay sympa le système de récompense et d' argent de poche le papa et la maman deviennent des banquiers. pas mal comme principe. Moins d' argent liquide en circulation,"""Apprendre autonomie enfants … . Apprendre autonomie enfants gérance Pixpay , sympa système récompense argent poche , papa maman deviennent banquiers .... mal principe . Moins argent liquide circulation .""",,Apprendre l ' autonomie enfants . Apprendre l ' autonomie enfants gérance Pixpay sympa système récompense d ' argent poche papa maman deviennent banquiers . mal principe . Moins d ' argent liquide circulation
46094,3,1.0,2021-01-04 19:37:32+00:00,2021-01-04,Cofidis,Assurance crédit est un peu excessive.. na,Assurance crédit est un peu excessive na,,Assurance crédit excessive ..,Assurance crédit excessive,
39649,5,3.0,2021-10-26 09:23:54+00:00,2021-10-26,Cofidis,Je tiens à remercier cofidis pour le…. Je tiens à remercier cofidis pour le réactivité leur disponibilité et le gentillesse,,Je tiens à remercier cofidis pour le. Je tiens à remercier cofidis pour le réactivité leur disponibilité et le gentillesse,Je remercier cofidis … . Je remercier cofidis réactivité disponibilité gentillesse,,Je remercier cofidis . Je remercier cofidis réactivité disponibilité gentillesse
79252,1,1.0,2023-03-25 15:42:00+00:00,2023-03-25,LCL,"""LCL de 5 Place d’Italie à Paris. LCL de Place d’Italie n’est plus ce que c’était. Les conseillers font preuve soit d’amateurisme soit d’irrespect face aux clients . Ils ont décidé de me faire tourner en bourrique depuis mon souhait de partir ( suite au manque de respect exacerbé de mon interlocutrice.) Depuis décembre 2021 que je demande à ce qu’ils débloquent l’argent du compte de mon fils, bientôt avril 2023, rien n’est fait. Peut-être est-ce une tentative désespérée de me garder, mais il n’en sera rien. Impossible de les joindre, et quand vous avez de la chance, on vous demande des documents signés que vous avez déjà envoyé à plusieurs reprises. Je ne recommande absolument pas cette agence.""",LCL de Place d’ Italie n’ est plus ce que c’ était. Les conseillers font preuve soit d’ amateurisme soit d’ irrespect face aux clients. Ils ont décidé de me faire tourner en bourrique depuis mon souhait de partir suite au manque de respect exacerbé de mon interlocutrice. Depuis décembre 2021 que je demande à ce qu’ ils débloquent l’ argent du compte de mon fils bientôt avril 2023 rien n’ est fait. Peut être est -ce une tentative désespérée de me garder mais il n’ en sera rien. Impossible de les joindre et quand vous avez de la chance on vous demande des documents signés que vous avez déjà envoyé à plusieurs reprises. Je ne recommande absolument pas cette agence,LCL de 5 Place d’ Italie à Paris,"""LCL 5 Place Italie Paris . LCL Place Italie . Les conseillers preuve amateurisme irrespect face clients . Ils décidé faire tourner bourrique souhait partir ( suite manque respect exacerbé interlocutrice . ) Depuis décembre 2021 demande débloquent argent compte fils , bientôt avril 2023 , rien . Peut - -ce tentative désespérée garder , rien . Impossible joindre , avez chance , demande documents signés avez envoyé reprises . Je recommande absolument agence .""",LCL Place d ’ Italie n ’ c ’ . Les conseillers preuve d ’ amateurisme d ’ irrespect face clients . Ils décidé faire tourner bourrique souhait partir suite manque respect exacerbé interlocutrice . Depuis décembre 2021 demande qu ’ débloquent l ’ argent compte fils bientôt avril 2023 rien n ’ . Peut -ce tentative désespérée garder n ’ rien . Impossible joindre avez chance demande documents signés avez envoyé reprises . Je recommande absolument agence,LCL 5 Place d ’ Italie Paris
34946,5,3.0,2022-06-15 17:39:09+00:00,2022-06-15,Cofidis,"""Professionnalisme. Professionnalisme, claire et rapide""",,Professionnalisme claire et rapide,"""Professionnalisme . Professionnalisme , claire rapide""",,Professionnalisme claire rapide
49441,5,1.0,2022-11-30 17:39:54+00:00,2022-10-16,Oney,Service des plus appréciables. Service facile et rapide à mettre en place. Ne demande pas des informations compliquées à trouver. J'ai pu procéder à mon achat en toute simplicité. Je recommande!,Ne demande pas des informations compliquées à trouver,Service des plus appréciables. Service facile et rapide à mettre en place. J' ai pu procéder à mon achat en toute simplicité. Je recommande,Service appréciables . Service facile rapide mettre place . Ne demande informations compliquées trouver . J' procéder achat simplicité . Je recommande !,Ne demande informations compliquées trouver,Service appréciables . Service facile rapide mettre place . J ' procéder achat simplicité . Je recommande
72057,5,2.0,2022-02-09 07:02:29+00:00,2022-02-09,Monabanq,Séniors Pensez y. Service clientèle  agréable toujours joignable sans attente. Cette Banque en ligne répond parfaitement à mes besoins. Ergonomie informatique agréable et facile d'accès. L'appartenance de cet établissement au groupe Crédit Mutuel assure sa pérennité et me rassure.Pour conclure adapté à un senior qui ne souhaite plus trop se déplacer.,Pour conclure adapté à un senior qui ne souhaite plus trop se déplacer,Séniors Pensez y. Service clientèle   agréable toujours joignable sans attente. Cette Banque en ligne répond parfaitement à mes besoins. Ergonomie informatique agréable et facile d' accès. L' appartenance de cet établissement au groupe Crédit Mutuel assure sa pérennité et me rassure,Séniors Pensez y. Service clientèle   agréable joignable attente . Cette Banque ligne répond parfaitement besoins . Ergonomie informatique agréable facile accès . L' appartenance établissement groupe Crédit Mutuel assure pérennité rassure . Pour conclure adapté senior souhaite trop déplacer .,Pour conclure adapté senior souhaite trop déplacer,Séniors Pensez y. Service clientèle    agréable joignable attente . Cette Banque ligne répond parfaitement besoins . Ergonomie informatique agréable facile d ' accès . L ' appartenance établissement groupe Crédit Mutuel assure pérennité rassure
48318,1,8.0,2023-10-19 08:28:22+00:00,2023-10-18,Cofidis,"""ne savent pas lire…. j'ai envoyé un message parce que je leur ai fais un virement le 30 septembre du solde de 5,40 euros qu'il n'ont pas voulu prélevé à l'échéance et qui n'est pas pris en compte au 16 octobre. Et suite à mon message on me demande si je souhaite un virement car aucune trace de ma demande , visiblement depuis septembre je tourne en rond ils ne savent pas lire !! Je précise que je vous ai écrit de nouveau hier et CE MATIN 19 octobre LA REPONSE DE VOTRE CONSEILLERE EST ENCORE à coté de la question !!!""","""ne savent pas lire. j' ai envoyé un message parce que je leur ai fais un virement le 30 septembre du solde de 5,40 euros qu' il n' ont pas voulu prélevé à l' échéance et qui n' est pas pris en compte au 16 octobre. Et suite à mon message on me demande si je souhaite un virement car aucune trace de ma demande visiblement depuis septembre je tourne en rond ils ne savent pas lire. Je précise que je vous ai écrit de nouveau hier et CE MATIN 19 octobre LA REPONSE DE VOTRE CONSEILLERE EST ENCORE à coté de la question""",,"""savent lire … . envoyé message virement 30 septembre solde 5,40 euros voulu prélevé échéance pris compte 16 octobre . Et suite message demande souhaite virement aucune trace demande , visiblement septembre tourne rond savent lire ! ! Je précise écrit hier CE MATIN 19 octobre LA REPONSE DE VOTRE CONSEILLERE EST ENCORE coté question ! ! !""","""savent lire . j ' envoyé message virement 30 septembre solde 5,40 euros qu ' n ' voulu prélevé l ' échéance n ' pris compte 16 octobre . Et suite message demande souhaite virement aucune trace demande visiblement septembre tourne rond savent lire . Je précise écrit hier CE MATIN 19 octobre LA REPONSE DE VOTRE CONSEILLERE EST ENCORE coté question""",
57970,5,1.0,2020-06-02 18:28:56+00:00,2020-06-02,Immoprt,"""Je recommande !!!. Nous avons été très bien accompagnés malgré la difficile épreuve du confinement. Nous étions en relation avec Hélène de immopret bethune , une courtière disponible, compétente et très sympathique. Je recommande""",,Je recommande. Nous avons été très bien accompagnés malgré la difficile épreuve du confinement. Nous étions en relation avec Hélène de immopret bethune une courtière disponible compétente et très sympathique. Je recommande,"""Je recommande ! ! ! . Nous été bien accompagnés difficile épreuve confinement . Nous étions relation Hélène immopret bethune , courtière disponible , compétente sympathique . Je recommande""",,Je recommande . Nous été bien accompagnés difficile épreuve confinement . Nous étions relation Hélène immopret bethune courtière disponible compétente sympathique . Je recommande
83813,5,1.0,2023-04-23 10:24:36+00:00,2023-04-22,BoursoramaBanque,Opération sécurisée très facile à…. Opération sécurisée très facile à réaliser.,,Opération sécurisée très facile à. Opération sécurisée très facile à réaliser,Opération sécurisée facile … . Opération sécurisée facile réaliser .,,Opération sécurisée facile . Opération sécurisée facile réaliser
84414,5,7.0,2023-02-22 14:17:48+00:00,2023-01-06,BoursoramaBanque,"""parrainage. clair et net , aucun problème .""",,clair et net aucun problème,"""parrainage . clair net , aucun problème .""",,clair net aucun problème
48217,4,4.0,2023-10-19 19:56:06+00:00,2023-09-20,Cofidis,"""Bon accueil téléphonique. Bon accueil téléphonique, transmission des documents par voie électronique parfait.A améliorer impérativement,la signature électronique du contrat,trop de temps entre l'envoi et la réception.Sinon, tout est bien.""",A améliorer impérativement la signature électronique du contrat trop de temps entre l' envoi et la réception,Bon accueil téléphonique. Bon accueil téléphonique transmission des documents par voie électronique parfait. Sinon tout est bien,"""Bon accueil téléphonique . Bon accueil téléphonique , transmission documents voie électronique parfait . A améliorer impérativement , signature électronique contrat , trop temps envoi réception . Sinon , bien .""",A améliorer impérativement signature électronique contrat trop temps l ' envoi réception,Bon accueil téléphonique . Bon accueil téléphonique transmission documents voie électronique parfait . Sinon bien
49096,1,1.0,2023-05-19 18:03:35+00:00,2023-05-16,Oney,prélèvent de 4 mensualités au lieu de 3 !. j'ai fait une demande de crédit en 3 fois4 mensualités ont été prélevésmalgré mes nombreuses réclamations rien n'a encore été fait,prélèvent de 4 mensualités au lieu de 3. j' ai fait une demande de crédit en 3 fois4 mensualités ont été prélevésmalgré mes nombreuses réclamations rien n' a encore été fait,,prélèvent 4 mensualités lieu 3 ! . demande crédit 3 fois4 mensualités été prélevésmalgré réclamations rien été,prélèvent 4 mensualités lieu 3 . j ' demande crédit 3 fois4 mensualités été prélevésmalgré réclamations rien n ' été,
67402,5,1.0,2021-07-27 14:45:55+00:00,2021-07-27,Vybe,✨Super pratique pour les jeunes✨. J'ai 14ans et je trouve ça hyper pratique. EXEMPLE:A mon anniv mes parents me font directement un virement ou même pour mon argent de poche.Enfin je recommande énormément d'autant plus que c'est gratuit.J'en profite pour vous donner mon lien de parrainage qui vous donnera 2 euros directement lors de votre inscription. (S'inscrire avec le lien !),EXEMPLE A mon anniv mes parents me font directement un virement ou même pour mon argent de poche,✨ Super pratique pour les jeunes ✨. J' ai 14ans et je trouve ça hyper pratique. Enfin je recommande énormément d' autant plus que c' est gratuit. J' en profite pour vous donner mon lien de parrainage qui vous donnera 2 euros directement lors de votre inscription. S' inscrire avec le lien,✨ Super pratique jeunes ✨ . J' 14ans trouve hyper pratique . EXEMPLE : A anniv parents virement argent poche . Enfin recommande énormément autant gratuit . J' profite donner lien parrainage donnera 2 euros inscription . ( S' inscrire lien ! ),EXEMPLE A anniv parents virement argent poche,✨ Super pratique jeunes ✨ . J ' 14ans trouve hyper pratique . Enfin recommande énormément d ' autant c ' gratuit . J ' profite donner lien parrainage donnera 2 euros inscription . S ' inscrire lien
41747,5,1.0,2021-07-23 07:14:59+00:00,2021-07-23,Cofidis,tres satisfaite. je suis tres satisfaite de la réponse que vous m;;avez apporté,,tres satisfaite. je suis tres satisfaite de la réponse que vous m;;avez apporté,satisfaite . satisfaite réponse m;;avez apporté,,satisfaite . satisfaite réponse m;;avez apporté
95039,4,2.0,2022-05-25 13:41:33+00:00,2022-05-25,OrangeBank,Pas toujours accessible. na,Pas toujours accessible,,Pas accessible .,Pas accessible,
16244,5,2.0,2023-10-17 12:48:20+00:00,2023-09-25,Floabank,"""J'ai fais une demande de crédit. J'ai fais une demande de crédit, réponse rapide et virement reçu rapidement. Je conseil pour Les mini prêt.""",J' ai fais une demande de crédit,J' ai fais une demande de crédit réponse rapide et virement reçu rapidement. Je conseil pour Les mini prêt,"""J' demande crédit . J' demande crédit , réponse rapide virement reçu rapidement . Je conseil Les mini prêt .""",J ' demande crédit,J ' demande crédit réponse rapide virement reçu rapidement . Je conseil Les mini prêt
23984,5,1.0,2022-05-25 15:37:46+00:00,2022-05-25,Anytime,"""Réponse rapide et réactivité optimale. Réponse rapide et réactivité optimale, merci pour votre professionnalisme""",,Réponse rapide et réactivité optimale. Réponse rapide et réactivité optimale merci pour votre professionnalisme,"""Réponse rapide réactivité optimale . Réponse rapide réactivité optimale , professionnalisme""",,Réponse rapide réactivité optimale . Réponse rapide réactivité optimale professionnalisme
56195,5,1.0,2021-02-17 09:13:18+00:00,2021-02-17,MaFrenchBank,L'excellence d'une néobanque. Le meilleur de la banque dans une App !! Je peux payer avec ApplePay et toujours des conseillers très gentils pour répondre et bcp moins cher qu'une banque classique.Je recommande,,L' excellence d' une néobanque. Le meilleur de la banque dans une App. Je peux payer avec ApplePay et toujours des conseillers très gentils pour répondre et bcp moins cher qu' une banque classique. Je recommande,L' excellence néobanque . Le meilleur banque App ! ! Je payer ApplePay conseillers gentils répondre bcp cher banque classique . Je recommande,,L ' excellence d ' néobanque . Le meilleur banque App . Je payer ApplePay conseillers gentils répondre bcp cher qu ' banque classique . Je recommande
56877,4,1.0,2022-06-08 09:48:36+00:00,2022-06-08,Immoprt,"""Accompagnement prêt relais. Nous sommes ravis de l'accompagnement de Denis SAUCE et des conseils qu'il a pu nous fournir. Il est resté très disponible et à l'écoute. Nous ne mettons simplement pas 5 étoiles car concernant l'assurance prêt emprunteur choisie nous sommes très déçus depuis le début (du questionnaire, aux échanges services clients, aux prélèvements incompréhensibles et nombreux au début sans retour à nos mails de demandes d'explications). Nous reviendrons certainement vers Denis pour en changer dès la construction terminée :)""",Accompagnement prêt relais. Nous ne mettons simplement pas 5 étoiles car concernant l' assurance prêt emprunteur choisie nous sommes très déçus depuis le début du questionnaire aux échanges services clients aux prélèvements incompréhensibles et nombreux au début sans retour à nos mails de demandes d' explications. Nous reviendrons certainement vers Denis pour en changer dès la construction terminée,Nous sommes ravis de l' accompagnement de Denis SAUCE et des conseils qu' il a pu nous fournir. Il est resté très disponible et à l' écoute,"""Accompagnement prêt relais . Nous sommes ravis accompagnement Denis SAUCE conseils fournir . Il resté disponible écoute . Nous mettons simplement 5 étoiles assurance prêt emprunteur choisie sommes déçus début ( questionnaire , échanges services clients , prélèvements incompréhensibles début mails demandes explications ) . Nous reviendrons certainement Denis changer construction terminée :)""",Accompagnement prêt relais . Nous mettons simplement 5 étoiles l ' assurance prêt emprunteur choisie sommes déçus début questionnaire échanges services clients prélèvements incompréhensibles début mails demandes d ' explications . Nous reviendrons certainement Denis changer construction terminée,Nous sommes ravis l ' accompagnement Denis SAUCE conseils qu ' fournir . Il resté disponible l ' écoute
30504,5,5.0,2023-06-01 11:10:39+00:00,2023-03-05,Cofidis,Parfait pour le X4 fois sur Amazon et…. Parfait pour le X4 fois sur Amazon et les opérations ponctuelles de crédit à taux réduit ! 💶🤔🫣JY,,Parfait pour le X4 fois sur Amazon et. Parfait pour le X4 fois sur Amazon et les opérations ponctuelles de crédit à taux réduit. 💶 🤔 🫣JY,Parfait X4 fois Amazon … . Parfait X4 fois Amazon opérations ponctuelles crédit taux réduit ! 💶 🤔 🫣JY,,Parfait X4 fois Amazon . Parfait X4 fois Amazon opérations ponctuelles crédit taux réduit . 💶 🤔 🫣JY
31563,5,1.0,2023-01-16 11:23:59+00:00,2022-12-22,Cofidis,"""Facilité de demande. Facilité de demande, réponse rapide""",,Facilité de demande. Facilité de demande réponse rapide,"""Facilité demande . Facilité demande , réponse rapide""",,Facilité demande . Facilité demande réponse rapide
26400,5,1.0,2019-03-08 09:58:37+00:00,2019-03-08,Anytime,franchement rien a redire chaque…. franchement rien a redire chaque demande est traité tres vite ils sont reactif et poli :) je recommande a 500%,,franchement rien a redire chaque. franchement rien a redire chaque demande est traité tres vite ils sont reactif et poli. je recommande a 500,franchement rien redire … . franchement rien redire demande traité vite reactif poli :) recommande 500 %,,franchement rien redire . franchement rien redire demande traité vite reactif poli . recommande 500
83305,3,6.0,2023-06-28 18:31:01+00:00,2023-06-22,BoursoramaBanque,impossible de joindre un conseiller par…. impossible de joindre un conseiller par tel,impossible de joindre un conseiller par. impossible de joindre un conseiller par tel,,impossible joindre conseiller … . impossible joindre conseiller,impossible joindre conseiller . impossible joindre conseiller,
103812,1,1.0,2022-11-18 16:48:20+00:00,2022-11-18,SocitGnrale&Vous,"""Un grand regret j’ai clôturé mon compte…. Un grand regret j’ai clôturé mon compte au bout d’un mois seulement , fuyiez vite , premier salaire déposé par chèque disponible qu’après 10 jours ouvré,Opération bloqué sans aucune raisons, carte visa première avec solde positif payement de 1 euros refusé sans raison, conseillé en agence très antipathique""",Un grand regret j’ ai clôturé mon compte. Un grand regret j’ ai clôturé mon compte au bout d’ un mois seulement fuyiez vite premier salaire déposé par chèque disponible qu’ après 10 jours ouvré Opération bloqué sans aucune raisons carte visa première avec solde positif payement de 1 euros refusé sans raison conseillé en agence très antipathique,,"""Un grand regret clôturé compte … . Un grand regret clôturé compte bout mois , fuyiez vite , salaire déposé chèque disponible 10 jours ouvré , Opération bloqué aucune raisons , carte visa solde positif payement 1 euros refusé raison , conseillé agence antipathique""",Un grand regret j ’ clôturé compte . Un grand regret j ’ clôturé compte bout d ’ mois fuyiez vite salaire déposé chèque disponible qu ’ 10 jours ouvré Opération bloqué aucune raisons carte visa solde positif payement 1 euros refusé raison conseillé agence antipathique,
92164,4,1.0,2022-10-13 16:40:16+00:00,2022-10-13,OrangeBank,J'espère que j'arriverai à résoudre mon…. J'espère que j'arriverai à résoudre mon problème,J' espère que j' arriverai à résoudre mon. J' espère que j' arriverai à résoudre mon problème,,J' espère arriverai résoudre … . J' espère arriverai résoudre problème,J ' espère j ' arriverai résoudre . J ' espère j ' arriverai résoudre problème,
80812,1,2.0,2023-08-01 14:00:26+00:00,2023-07-30,SOFINCO,"""C'est très compliqué pour une…. C'est très compliqué pour une profession libérale d'obtenir un prêt chez vous.Expérience désagréable!!!!!Je ne présente aucun risque! Mais ce n'est pas grave, j'ai déjà obtenu un prêt supérieur avec un meilleur taux.""",C' est très compliqué pour une. C' est très compliqué pour une profession libérale d' obtenir un prêt chez vous. Expérience désagréable!!!!!Je ne présente aucun risque. Mais ce n' est pas grave j' ai déjà obtenu un prêt supérieur avec un meilleur taux,,"""C' compliqué … . C' compliqué profession libérale obtenir prêt . Expérience désagréable!!!!!Je présente aucun risque ! Mais grave , obtenu prêt supérieur meilleur taux .""",C ' compliqué . C ' compliqué profession libérale d ' obtenir prêt . Expérience désagréable!!!!!Je présente aucun risque . Mais n ' grave j ' obtenu prêt supérieur meilleur taux,
38727,4,4.0,2021-12-06 15:48:10+00:00,2021-12-06,Cofidis,"""Utile et rapide. Ce service est utile, rapide et efficace""",,Utile et rapide. Ce service est utile rapide et efficace,"""Utile rapide . Ce service utile , rapide efficace""",,Utile rapide . Ce service utile rapide efficace
51696,5,1.0,2020-09-23 16:42:37+00:00,2020-09-23,Oney,ça fait un an je suis avec oney tout c…. ça fait un an je suis avec oney tout c est bien passé jusqu'à maintenant,ça fait un an,je suis avec oney tout c. ça fait un an je suis avec oney tout c est bien passé jusqu' à maintenant,an oney c … . an oney c bien passé jusqu',an,oney c. an oney c bien passé '
75267,5,1.0,2016-03-26 08:10:51+00:00,2016-03-26,bcfinance.fr,Excellent. Très rapide et efficace,,Très rapide et efficace,Excellent . Très rapide efficace,,Très rapide efficace
44186,5,1.0,2021-04-06 15:01:26+00:00,2021-04-06,Cofidis,J ai eu de très bons interlocuteurs et…. J ai eu de très bons interlocuteurs et de très bons conseils positifs ou négatifs. Cela fait plaisir d avoir des personnes comme cela.,,J ai eu de très bons interlocuteurs et. J ai eu de très bons interlocuteurs et de très bons conseils positifs ou négatifs. Cela fait plaisir d avoir des personnes comme cela,J bons interlocuteurs … . J bons interlocuteurs bons conseils positifs négatifs . Cela plaisir d personnes .,,J bons interlocuteurs . J bons interlocuteurs bons conseils positifs négatifs . Cela plaisir d personnes
31102,5,8.0,2023-02-24 16:27:39+00:00,2023-02-23,Cofidis,Les meilleurs taux de crédit chez Cofidis. Cofidis est un excellent site de prêt et de crédit aux meilleurs taux des plus compétitifs et qui plus est très réactif pour satisfaire au mieux le Client :-) Merci Cofidis,,Les meilleurs taux de crédit chez Cofidis. Cofidis est un excellent site de prêt et de crédit aux meilleurs taux des plus compétitifs et qui plus est très réactif pour satisfaire au mieux le Client. Merci Cofidis,Les meilleurs taux crédit Cofidis . Cofidis excellent site prêt crédit meilleurs taux compétitifs réactif satisfaire mieux Client :-) Merci Cofidis,,Les meilleurs taux crédit Cofidis . Cofidis excellent site prêt crédit meilleurs taux compétitifs réactif satisfaire mieux Client . Merci Cofidis
83807,5,2.0,2023-04-23 21:22:08+00:00,2023-04-22,BoursoramaBanque,Je suis très satisfait des services…. Je suis très satisfait des services proposés par Boursorama.Tant au  niveau des taux d'intérêt appliqués aux deux emprunts que j'ai souscrit  facilement et rapidement que de la gratuité des services.Un grand merci.,,Je suis très satisfait des services. Je suis très satisfait des services proposés par Boursorama. Tant au   niveau des taux d' intérêt appliqués aux deux emprunts que j' ai souscrit   facilement et rapidement que de la gratuité des services. Un grand merci,Je satisfait services … . Je satisfait services proposés Boursorama . Tant   niveau taux intérêt appliqués emprunts souscrit   facilement rapidement gratuité services . Un grand .,,Je satisfait services . Je satisfait services proposés Boursorama . Tant    niveau taux d ' intérêt appliqués emprunts j ' souscrit    facilement rapidement gratuité services . Un grand
97162,5,2.0,2022-04-06 07:16:26+00:00,2022-04-06,OrangeBank,Facilité pour payer en plusieurs fois. na,,Facilité pour payer en plusieurs fois,Facilité payer fois .,,Facilité payer fois
57345,5,1.0,2021-07-16 11:21:01+00:00,2021-06-28,Immoprt,"""Excellents taux et conseils. Nous avons été accompagnés, conseillés et soutenus par IMMOPRET, pour l'obtention de notre crédit et jusqu'à l'achat de notre maison, aux abords de Paris.Grâce à IMMOPRET, nous avons obtenu un très bon taux et bénéficié de conseils pour dialoguer avec la banque et faire en sorte que les fonds soient disponibles chez le notaire dans les temps.Très bons services, nous recommandons.""",,Excellents taux et conseils. Nous avons été accompagnés conseillés et soutenus par IMMOPRET pour l' obtention de notre crédit et jusqu' à l' achat de notre maison aux abords de Paris. Grâce à IMMOPRET nous avons obtenu un très bon taux et bénéficié de conseils pour dialoguer avec la banque et faire en sorte que les fonds soient disponibles chez le notaire dans les temps. Très bons services nous recommandons,"""Excellents taux conseils . Nous été accompagnés , conseillés soutenus IMMOPRET , obtention crédit jusqu' achat maison , abords Paris . Grâce IMMOPRET , obtenu bon taux bénéficié conseils dialoguer banque faire sorte fonds soient disponibles notaire temps . Très bons services , recommandons .""",,Excellents taux conseils . Nous été accompagnés conseillés soutenus IMMOPRET l ' obtention crédit ' l ' achat maison abords Paris . Grâce IMMOPRET obtenu bon taux bénéficié conseils dialoguer banque faire sorte fonds soient disponibles notaire temps . Très bons services recommandons
35647,5,6.0,2022-05-16 11:01:35+00:00,2022-05-16,Cofidis,rapide taux très raisonnable. rapide taux très raisonnable. Merci,,rapide taux très raisonnable. rapide taux très raisonnable,rapide taux raisonnable . rapide taux raisonnable . Merci,,rapide taux raisonnable . rapide taux raisonnable
56012,3,1.0,2021-07-21 17:31:18+00:00,2021-07-21,MaFrenchBank,trop d'attente avant d'avoir un…. trop d'attente avant d'avoir un conseiller,trop d' attente. avant d' avoir un. trop d' attente avant d' avoir un conseiller,,trop attente … . trop attente conseiller,trop d ' attente . d ' . trop d ' attente d ' conseiller,
